MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
60,4,42,26178,2,1,1,4,1,5,2,24,3,3,1,6,7,5,1989,1990,4,2,9,9,2,293,3,5,3,3,4,2,3,965,6,0,245,1210,2,1,2,5,1238,1281,0,2519,1,0,2,1,4,1,3,9,7,2,3,2,1989,2,2,628,5,5,3,320,27,0,0,0,0,1,3,3,0,4,2006,9,5,12.7218858108072
30,4,60,5400,2,1,4,4,1,1,3,18,3,3,1,3,5,6,1921,1968,2,2,9,9,3,0,4,5,1,4,4,4,6,0,6,0,1073,1073,2,1,2,5,1073,0,0,1073,0,0,1,0,2,1,4,4,7,0,3,6,1968,3,1,326,5,5,3,0,0,112,0,0,0,1,3,3,0,12,2006,9,1,11.5943211031742
50,5,51,6120,2,1,4,4,1,1,1,4,3,3,1,1,5,6,1936,1950,2,2,14,15,3,0,4,2,1,4,4,4,6,0,6,0,927,927,2,5,2,5,1067,472,0,1539,0,0,1,1,3,1,4,5,7,0,3,6,1995,3,2,576,5,5,3,112,0,0,0,0,0,1,3,3,0,4,2009,9,5,11.8600549960654
20,4,54,13811,2,1,1,4,1,5,1,24,3,3,1,3,6,6,1987,1987,2,2,7,7,2,72,4,5,2,3,2,4,3,980,4,40,92,1112,2,3,2,5,1137,0,0,1137,1,0,2,0,2,1,3,5,7,1,5,2,1987,3,2,551,5,5,3,125,0,0,0,0,0,1,3,3,0,7,2006,9,5,12.0782392740203
30,5,50,6000,2,1,4,4,1,5,1,4,3,3,1,3,5,7,1921,1950,2,2,14,16,3,0,4,5,2,4,4,4,4,616,6,0,0,616,2,3,2,5,616,0,0,616,0,0,1,0,2,1,4,4,7,0,3,6,1921,3,1,205,5,5,3,0,0,129,0,0,0,1,3,3,0,6,2006,9,5,11.3963916487143
20,4,57,6420,2,1,1,4,1,5,1,8,3,3,1,3,5,7,1952,1952,2,2,14,15,3,0,4,5,3,1,2,3,4,210,1,551,219,980,2,2,2,1,1148,0,0,1148,0,1,1,0,2,1,4,6,7,0,3,6,1952,3,1,308,5,5,3,0,0,0,0,0,0,1,3,3,0,9,2006,9,5,11.7239964350502
20,4,65,8450,2,1,4,4,1,5,1,19,6,3,1,3,5,8,1965,2009,2,2,9,9,3,0,4,3,2,4,4,4,3,553,2,117,224,894,2,1,2,5,894,0,0,894,1,0,1,0,3,1,4,5,7,1,3,6,1973,3,1,336,5,5,3,416,144,0,0,0,0,1,3,3,0,4,2010,9,5,11.8386256046095
120,2,59,4282,2,2,2,4,1,5,1,21,3,3,5,3,7,5,2004,2004,2,2,9,9,3,0,3,5,3,3,4,3,3,16,6,0,1375,1391,2,1,2,5,1391,0,0,1391,0,0,2,0,2,1,3,5,7,0,3,2,2004,2,2,530,5,5,3,156,158,0,0,0,0,1,3,3,0,7,2008,9,5,12.1858699382127
20,4,85,14331,2,1,4,4,1,5,1,24,3,3,1,3,8,5,2002,2002,4,2,13,14,2,630,3,5,3,1,4,2,3,1274,6,0,526,1800,2,1,2,5,1800,0,0,1800,1,0,2,0,3,1,3,7,7,1,3,2,2002,1,3,765,5,5,3,270,78,0,0,0,0,1,3,3,0,5,2006,9,5,12.6523597481586
20,4,80,9600,2,1,4,4,1,5,1,17,3,3,1,3,7,5,1969,1969,4,2,7,7,2,168,4,5,2,4,4,4,6,0,6,0,1164,1164,2,5,2,5,1164,0,0,1164,0,0,1,1,3,1,4,6,7,0,3,2,1969,3,2,528,5,5,3,0,0,0,0,0,0,1,3,3,0,7,2006,1,5,11.8493977015914
60,4,82,12438,2,1,1,4,1,5,1,22,3,3,1,6,8,5,2006,2006,4,2,13,14,2,466,1,5,3,1,2,4,6,0,6,0,1234,1234,2,1,2,5,1264,1312,0,2576,0,0,2,1,4,1,1,10,7,1,3,4,2006,1,3,666,5,5,3,324,100,0,0,0,0,1,3,3,0,7,2006,7,6,12.7991757088645
190,5,76,7630,2,1,4,4,1,5,1,18,2,3,2,6,5,9,1900,1996,2,2,14,15,3,0,4,3,1,3,4,4,6,0,6,0,360,360,2,3,2,5,1032,780,0,1812,0,0,2,0,4,2,3,8,7,1,4,6,1999,3,2,672,5,5,1,344,0,40,0,0,0,1,3,3,0,5,2010,9,5,11.8493977015914
20,4,70,8400,2,1,4,4,1,5,1,6,3,3,1,3,7,5,2004,2005,2,2,13,14,2,109,3,5,3,3,4,1,3,712,6,0,761,1473,2,1,2,5,1484,0,0,1484,1,0,2,0,3,1,3,7,7,0,3,2,2004,2,2,606,5,5,3,0,35,0,144,0,0,1,3,3,0,5,2010,9,5,12.2690474446916
190,5,70,5600,2,1,4,4,1,5,1,10,3,3,2,6,4,5,1930,1950,4,2,13,16,3,0,2,2,4,4,4,4,6,0,6,0,0,0,2,2,1,5,372,720,0,1092,0,0,2,0,3,2,2,7,5,0,3,2,1978.1134057971,3,0,0,5,5,1,0,0,0,0,0,0,1,3,2,3500,7,2010,9,5,10.9150884642146
20,4,69.3057953144266,115149,2,1,2,3,1,2,3,5,3,3,1,3,7,5,1971,2002,2,2,10,11,4,351,4,5,2,3,4,2,3,1219,6,0,424,1643,2,5,2,5,1824,0,0,1824,1,0,2,0,2,1,3,5,7,2,5,2,1971,3,2,739,5,5,3,380,48,0,0,0,0,1,3,3,0,6,2007,9,5,12.618182296357
120,4,48,6240,2,1,4,4,1,5,1,16,3,3,5,3,8,5,2006,2006,4,2,9,9,2,176,3,5,3,3,4,4,3,863,6,0,461,1324,2,1,2,5,1324,0,0,1324,1,0,2,0,2,1,3,6,7,1,3,2,2006,1,2,550,5,5,3,192,38,0,0,0,0,1,3,3,0,12,2009,9,5,12.4450895460007
60,4,65,9018,2,1,1,4,1,5,1,9,3,3,1,6,7,5,2007,2007,4,2,13,14,3,0,3,5,3,3,4,1,6,0,6,0,728,728,2,1,2,5,728,728,0,1456,0,0,2,1,3,1,3,8,7,1,3,2,2007,1,2,400,5,5,3,100,24,0,0,0,0,1,3,3,0,7,2007,7,6,12.0981533033107
20,4,69.3057953144266,7162,2,1,1,4,1,5,1,19,3,3,1,3,5,7,1966,1966,2,2,7,7,1,41,4,5,3,4,4,4,6,0,6,0,876,876,2,5,2,5,904,0,0,904,0,0,1,0,3,1,4,6,7,0,3,2,1966,3,1,408,5,5,3,0,0,0,0,0,0,1,3,3,0,12,2008,9,1,11.6073261403917
30,4,56,4130,2,1,1,4,1,5,1,4,3,3,1,3,3,6,1935,2003,2,2,13,14,3,0,3,5,2,4,4,4,6,0,6,0,270,270,2,3,2,5,729,0,0,729,0,0,1,0,2,1,4,5,2,0,3,2,1978.1134057971,3,0,0,5,5,1,0,0,0,0,0,0,1,3,3,0,7,2008,9,5,10.8589989975636
50,1,66,8712,2,2,4,2,1,5,2,10,3,3,1,1,4,7,1900,1950,2,2,9,9,3,0,4,5,5,4,4,3,6,0,6,0,859,859,2,3,2,5,859,319,0,1178,0,0,1,0,2,1,4,7,7,0,3,6,1964,2,1,384,5,5,1,68,0,98,0,0,0,1,3,3,0,1,2010,9,1,11.5403071417114
120,4,40,4671,2,1,1,2,1,5,1,22,3,3,5,3,8,5,1988,1989,2,2,7,7,3,0,3,5,3,3,4,3,3,767,6,0,461,1228,2,3,2,5,1228,0,0,1228,1,0,2,0,2,1,3,5,7,1,3,2,1988,1,2,472,5,5,3,168,120,0,0,0,0,1,3,3,0,10,2008,9,5,12.1495022940418
190,4,60,9873,2,1,4,4,1,5,1,4,7,3,2,3,4,5,1970,1970,2,2,7,7,2,160,4,5,2,4,4,1,1,789,6,0,171,960,3,5,1,5,960,0,0,960,1,0,1,0,3,1,4,6,7,0,3,6,1970,3,2,576,5,5,3,0,288,0,0,0,0,1,3,3,0,5,2006,9,5,11.7675676833438
60,4,69.3057953144266,13517,2,1,1,4,1,2,1,19,6,3,1,6,6,8,1976,2005,2,2,7,11,2,289,3,5,2,4,4,4,3,533,6,0,192,725,2,1,2,5,725,754,0,1479,0,0,2,1,3,1,3,6,7,0,3,2,1976,2,2,475,5,5,3,0,44,0,0,0,0,1,3,3,0,3,2010,9,5,11.7791285057449
20,4,78,10140,2,1,4,4,1,5,1,17,3,3,1,3,6,5,1974,1974,4,2,7,7,2,174,4,5,2,3,4,4,6,0,6,0,1064,1064,2,5,2,5,1350,0,0,1350,0,0,2,0,3,1,4,7,7,1,5,2,1974,2,2,478,5,5,3,0,0,0,0,0,0,1,3,3,0,8,2009,9,5,12.0137007528827
70,5,60,10800,2,1,4,1,1,5,1,18,3,3,1,6,7,8,1890,1998,2,2,14,14,3,0,4,3,1,4,4,4,6,0,6,0,718,718,2,1,2,5,1576,978,0,2554,0,0,1,1,3,1,4,8,7,0,3,6,1996,3,2,704,5,5,2,0,48,143,0,0,0,1,3,3,0,7,2007,9,5,11.979799201207
20,4,80,10000,2,1,4,4,1,5,1,17,3,3,1,3,5,6,1973,2000,2,2,7,7,3,0,4,5,2,3,4,4,2,1084,6,0,92,1176,2,3,2,5,1178,0,0,1178,0,1,1,1,3,1,3,5,7,1,2,2,1973,3,2,439,5,5,3,224,0,0,0,0,0,1,3,3,0,11,2008,9,5,11.9640010843304
60,4,96,10542,2,1,4,4,1,5,1,14,3,3,1,6,7,5,1993,1994,4,2,14,8,2,651,3,5,3,3,4,2,3,1173,6,0,138,1311,2,1,2,5,1325,1093,0,2418,1,0,2,1,3,1,3,9,7,1,5,2,1993,2,3,983,5,5,3,250,154,216,0,0,0,1,3,3,0,8,2008,9,5,12.7396377562657
20,4,69,9920,2,1,1,4,1,5,1,6,3,3,1,3,5,6,1969,1969,2,2,7,11,3,0,4,5,2,3,4,2,1,523,6,0,448,971,2,5,2,5,971,0,0,971,0,0,1,1,3,1,4,5,7,1,4,2,1969,3,1,300,5,5,3,0,0,0,0,0,0,1,3,3,0,5,2006,9,5,11.7636841833174
120,4,69.3057953144266,6563,2,1,1,3,1,2,2,22,3,3,1,3,8,5,1985,1985,2,2,7,7,3,0,3,5,3,3,4,2,3,1148,6,0,594,1742,2,5,2,5,1742,0,0,1742,1,0,2,0,2,1,3,5,7,1,5,2,1985,2,2,564,5,5,3,114,28,234,0,0,0,1,3,3,0,12,2006,9,5,12.5245263766487
120,5,69.3057953144266,4426,2,1,4,4,1,5,1,6,3,3,5,3,6,5,2004,2004,2,2,13,14,2,169,3,5,3,3,4,1,3,662,6,0,186,848,2,1,2,5,848,0,0,848,1,0,1,0,1,1,3,3,7,0,3,2,2004,2,2,420,5,5,3,160,0,0,0,0,0,1,3,3,0,5,2010,9,5,11.870599909242
20,4,70,8120,2,1,4,4,1,5,1,13,3,3,1,3,4,7,1970,1970,2,2,9,9,3,0,4,3,2,4,4,4,1,191,6,0,673,864,2,1,2,5,864,0,0,864,0,0,1,0,3,1,4,5,7,0,3,6,1994,3,2,463,5,5,3,0,0,0,0,0,0,1,3,3,0,7,2009,9,5,11.7320609948869
50,4,60,8172,2,1,4,4,1,5,1,8,3,3,1,1,4,6,1954,1972,2,2,9,9,3,0,4,5,3,4,4,4,6,0,6,0,941,941,2,1,2,5,997,473,0,1470,0,0,2,0,4,1,4,7,7,0,3,6,1958,3,1,548,5,5,3,0,0,0,0,156,0,1,3,3,0,5,2008,9,5,11.8130300574206
20,4,86,13286,2,1,1,4,1,5,1,8,3,3,1,3,9,5,2007,2008,4,2,6,6,4,340,1,5,3,1,4,4,3,1234,6,0,464,1698,2,1,2,5,1698,0,0,1698,1,0,2,0,3,1,1,8,7,1,3,2,2007,1,3,768,5,5,3,327,64,0,0,0,0,1,3,3,0,2,2009,9,5,12.6760762747759
20,4,60,6960,2,1,4,4,1,5,1,13,3,3,1,3,4,6,1970,1970,2,2,7,11,3,0,4,5,2,4,4,4,1,375,2,239,250,864,2,5,2,5,864,0,0,864,0,0,1,0,3,1,3,5,7,0,3,6,1989,3,2,660,5,5,3,96,0,0,0,0,0,1,3,3,500,11,2009,9,5,11.6994050319128
20,4,69.3057953144266,21695,2,1,1,4,1,1,1,7,3,3,1,3,6,9,1988,2007,4,2,14,11,2,260,3,3,2,3,4,4,3,808,6,0,72,880,2,1,2,5,1680,0,0,1680,1,0,2,0,3,1,3,5,7,1,3,2,1988,1,2,540,5,5,3,292,44,0,182,0,0,1,3,3,0,12,2009,9,5,12.3104326608544
20,4,64,7314,2,1,4,4,1,5,1,6,3,3,1,3,7,5,2007,2007,2,2,13,14,4,82,3,5,3,3,4,1,3,724,6,0,508,1232,2,1,2,5,1232,0,0,1232,1,0,2,0,2,1,3,6,7,0,3,2,2007,2,2,632,5,5,3,132,0,0,0,0,0,1,3,3,0,2,2009,9,5,12.1781874420406
90,4,85,11475,2,1,4,4,1,1,1,13,3,3,3,3,5,5,1958,1958,2,2,13,14,2,95,4,5,2,4,4,4,6,0,6,0,1584,1584,2,5,2,5,1776,0,0,1776,1,0,2,0,4,2,4,9,7,0,3,6,1968,3,3,888,5,5,3,0,25,0,0,0,0,1,3,3,0,7,2009,1,1,11.6082356447746
30,5,52,6240,2,1,4,4,1,5,1,10,3,3,1,1,4,5,1925,1950,2,2,9,9,3,0,4,5,2,4,4,4,2,152,6,0,628,780,2,5,2,1,848,0,360,1208,0,0,1,0,2,1,4,5,7,0,3,6,1962,3,2,539,5,5,3,0,23,112,0,0,0,1,3,3,0,1,2009,9,5,11.5424842672118
120,4,39,5389,2,1,1,4,1,5,1,22,3,3,5,3,8,5,1995,1996,2,2,6,6,3,0,3,5,3,3,4,4,3,1180,6,0,415,1595,2,1,2,5,1616,0,0,1616,1,0,2,0,2,1,3,5,7,1,5,2,1995,2,2,608,5,5,3,237,152,0,0,0,0,1,3,3,0,3,2010,9,5,12.3737034869141
80,4,73,9590,2,1,1,4,1,1,1,24,3,3,1,8,7,5,2003,2003,2,2,13,14,2,442,3,5,3,1,4,1,3,786,6,0,82,868,2,1,2,5,1146,0,0,1146,1,0,2,0,3,1,3,6,7,1,3,2,2003,1,2,438,5,5,3,160,22,0,0,0,0,1,3,3,0,5,2007,9,5,12.1415341243926
60,4,75,11404,2,1,1,4,1,5,1,6,3,3,1,6,7,5,1998,1999,2,2,13,14,2,202,3,5,3,3,4,1,1,252,6,0,901,1153,2,1,2,5,1153,878,0,2031,0,0,2,1,3,1,3,8,7,1,5,2,1998,1,2,541,5,5,3,192,84,0,0,0,0,1,3,3,0,7,2008,9,5,12.3126823805884
20,4,80,10000,2,1,4,4,1,1,1,19,2,3,1,3,5,6,1961,1983,4,2,7,7,3,0,4,5,2,4,4,4,2,594,6,0,270,864,2,1,2,5,1144,0,0,1144,1,0,1,0,3,1,4,6,7,1,5,2,1961,2,1,264,5,5,3,165,0,0,0,0,0,1,2,3,400,3,2009,9,5,11.7860013850326
20,4,69.3057953144266,8978,2,1,1,4,1,1,1,19,3,3,1,3,5,5,1968,1968,2,2,10,11,3,0,4,5,3,4,4,4,6,0,6,0,948,948,2,5,2,5,948,0,0,948,0,0,1,0,3,1,4,6,7,0,3,2,1968,3,1,300,5,5,3,147,0,0,0,0,0,1,3,3,0,5,2007,9,4,11.5898865061064
75,5,60,10800,2,1,4,4,1,5,1,18,3,3,1,5,7,7,1914,1970,2,2,14,15,3,0,4,5,1,3,4,3,5,390,6,0,490,880,3,2,1,5,880,888,0,1768,0,0,1,1,2,1,4,6,7,2,5,6,1914,3,2,320,5,5,1,0,341,0,0,0,0,1,3,3,0,10,2006,9,5,12.0015054797889
90,4,60,8544,2,1,4,4,1,5,1,13,3,3,3,3,3,4,1950,1950,2,2,12,12,3,0,4,5,2,4,4,4,6,0,6,0,0,0,2,3,1,2,1040,0,0,1040,0,0,2,0,2,2,4,6,7,0,3,6,1949,3,2,400,5,5,3,0,0,0,0,0,0,1,3,3,0,7,2006,9,5,11.4457167152768
60,4,72,10463,2,1,1,2,1,2,1,9,3,3,1,6,8,5,2005,2005,2,2,13,14,3,0,3,5,3,3,4,4,6,0,6,0,893,893,2,1,2,5,901,900,0,1801,0,0,2,1,3,1,3,8,7,1,3,2,2005,1,3,800,5,5,3,0,116,0,0,0,0,1,3,3,0,6,2006,9,5,12.3879774488278
90,4,60,10800,2,1,4,4,1,5,1,8,3,3,3,3,5,5,1987,1988,2,2,10,11,3,0,4,5,2,3,2,2,3,1200,6,0,0,1200,2,5,2,5,1200,0,0,1200,3,0,3,0,3,1,4,5,7,0,3,2,1978.1134057971,3,0,0,5,5,3,120,0,0,0,0,0,1,3,3,0,3,2009,9,3,12.0951410848229
60,4,65,9313,2,1,1,4,1,5,1,6,3,3,1,6,7,5,2004,2004,2,2,13,14,3,0,3,5,3,3,4,4,6,0,6,0,864,864,2,1,2,5,864,864,0,1728,0,0,2,1,3,1,3,7,7,0,3,2,2004,2,2,572,5,5,3,187,56,0,0,0,0,1,3,3,0,4,2009,9,5,12.1547793511426
70,5,60,9600,2,1,4,4,1,5,1,18,3,3,1,6,5,7,1910,2002,2,2,14,16,3,0,4,3,1,2,1,4,6,0,6,0,264,264,2,1,2,5,768,664,0,1432,0,0,2,0,2,1,4,7,7,0,3,6,1910,3,2,360,5,3,3,270,0,112,0,0,0,1,1,3,0,5,2007,9,1,11.7905572015685
20,4,65,6768,2,1,1,4,1,5,1,19,2,3,1,3,6,8,1961,1996,4,2,7,7,3,0,4,3,2,4,4,3,3,832,6,0,80,912,2,3,2,5,912,0,0,912,1,1,1,0,3,1,3,5,7,0,3,6,1962,3,1,288,5,5,3,168,0,0,0,0,0,1,1,3,0,5,2008,9,5,11.8635823365834
20,4,65,8450,2,1,4,4,1,5,1,20,3,3,1,3,7,5,2000,2001,2,2,13,14,2,108,4,5,3,3,4,4,6,0,6,0,1349,1349,2,1,2,5,1349,0,0,1349,0,0,2,0,3,1,4,6,7,0,3,2,2000,3,2,539,5,5,3,120,55,0,0,0,0,1,1,3,0,12,2007,9,5,12.0951410848229
80,4,70,12886,2,1,1,4,1,5,1,19,3,3,1,8,5,6,1963,1999,2,2,7,7,3,0,4,5,2,3,4,1,1,444,6,0,76,520,2,1,2,5,1464,0,0,1464,0,1,2,0,3,1,4,6,4,1,5,2,1997,2,2,480,5,5,3,302,0,0,0,100,0,1,3,3,0,10,2009,9,5,12.0725412529057
120,4,41,5395,2,1,1,2,1,5,1,22,3,3,5,3,8,5,1993,1993,2,2,7,7,3,0,3,5,3,3,4,4,3,733,6,0,604,1337,2,3,2,5,1337,0,0,1337,1,0,2,0,2,1,3,5,7,1,5,2,1993,2,2,462,5,5,3,96,0,70,168,0,0,1,3,3,0,10,2008,9,5,12.1007121298723
60,4,69.3057953144266,8963,2,1,1,4,1,5,1,17,3,3,1,6,8,9,1976,1996,4,2,13,14,2,289,1,3,2,4,2,4,3,575,1,80,487,1142,2,1,2,5,1175,1540,0,2715,0,1,3,1,4,1,3,11,7,2,5,4,1994,1,2,831,5,5,3,0,204,0,0,0,0,1,3,3,0,7,2008,9,5,12.6108708646506
60,4,69.3057953144266,8795,2,1,1,4,1,5,1,9,3,3,1,6,7,5,2000,2000,2,2,13,14,3,0,3,5,3,3,4,4,3,300,6,0,652,952,2,1,2,5,980,1276,0,2256,0,0,2,1,4,1,3,8,7,1,5,4,2000,1,2,554,5,5,3,224,54,0,0,0,0,1,3,3,0,4,2009,9,5,12.3715870840077
70,5,65,11700,2,2,1,4,1,1,1,18,3,3,1,6,7,7,1880,2003,5,2,12,13,3,0,3,5,5,4,1,4,6,0,6,0,1240,1240,3,5,1,5,1320,1320,0,2640,0,0,1,1,4,1,3,8,7,1,3,6,1950,3,4,864,5,5,1,181,0,386,0,0,0,1,3,3,0,5,2009,9,5,12.4911726372789
20,4,59,10593,2,1,1,4,1,5,1,14,3,3,1,3,7,5,1996,1996,4,2,13,14,2,338,3,5,3,3,4,4,3,919,6,0,801,1720,2,1,2,5,1720,0,0,1720,1,0,2,0,3,1,3,7,7,1,5,2,1996,1,2,527,5,5,3,240,56,154,0,0,0,1,3,3,0,3,2010,9,5,12.4699741893166
50,4,50,8405,2,1,4,4,1,5,1,8,3,3,1,1,4,3,1945,1950,2,2,15,16,3,0,4,5,4,4,4,4,6,0,6,0,0,0,6,5,1,2,1088,441,0,1529,0,0,2,0,4,1,4,9,5,0,3,6,1945,3,1,240,5,5,1,92,0,185,0,0,0,1,3,3,0,4,2009,9,5,11.4927227576527
50,5,55,8800,2,1,4,4,1,1,1,18,3,3,1,1,4,7,1910,2004,2,2,14,15,3,0,4,5,1,4,1,4,6,0,6,0,576,576,2,3,2,5,792,348,0,1140,0,0,1,0,3,1,4,7,4,0,3,2,1978.1134057971,3,0,0,5,5,1,0,160,0,0,0,0,1,3,3,0,6,2010,9,5,11.4772982873271
60,4,69.3057953144266,7750,2,1,4,4,1,5,1,9,7,3,1,6,7,5,2003,2003,2,2,13,14,3,0,3,5,3,3,4,4,6,0,6,0,660,660,2,1,2,5,660,660,0,1320,0,0,2,1,3,1,3,6,7,0,3,2,2003,1,2,400,5,5,3,0,48,0,0,0,0,1,3,3,0,8,2007,9,5,11.9953516142145
20,4,79,9236,2,1,1,4,1,5,1,6,3,3,1,3,6,5,1997,1997,2,2,13,14,3,0,4,3,3,3,4,2,3,1200,6,0,279,1479,2,1,2,5,1494,0,0,1494,1,0,2,0,3,1,3,6,7,0,3,2,1997,2,2,576,5,5,3,168,27,0,0,0,0,1,3,3,0,7,2006,9,5,12.2876526325226
60,4,80,10240,2,1,4,4,1,5,1,16,3,3,1,6,8,5,2005,2005,2,2,13,14,2,178,3,5,3,3,4,3,6,0,6,0,1030,1030,2,3,2,5,1038,1060,0,2098,0,0,2,1,3,1,1,8,7,1,3,2,2005,2,3,878,5,5,3,192,52,0,0,0,0,1,3,3,0,3,2006,9,5,12.5263429075751
20,4,61,7930,2,1,4,4,1,5,1,13,3,3,1,3,6,8,1969,2005,2,2,10,11,3,0,4,5,2,4,4,4,3,439,4,472,115,1026,2,3,2,5,1026,0,0,1026,1,0,1,0,3,1,3,5,7,0,3,6,1969,2,2,440,5,5,3,171,48,0,0,0,0,1,3,3,0,7,2009,9,5,11.9576112862317
160,2,34,3230,2,2,4,4,1,5,1,21,3,3,5,6,6,5,1999,1999,2,2,9,9,2,894,4,5,3,3,4,4,3,381,6,0,348,729,2,3,2,5,742,729,0,1471,0,0,2,1,3,1,4,6,7,0,3,6,1999,3,2,440,5,5,3,0,24,0,0,0,0,1,3,3,0,3,2009,9,5,12.0581525154536
60,4,68,10769,2,1,1,4,1,5,1,6,3,3,1,6,8,5,2007,2007,2,2,13,14,3,0,3,5,3,3,4,1,3,20,6,0,846,866,2,1,2,5,866,902,0,1768,0,0,2,1,3,1,3,7,7,0,3,2,2007,2,2,578,5,5,3,144,105,0,0,0,0,1,3,3,0,4,2009,9,5,12.2643415536542
60,4,69.3057953144266,11616,2,1,1,4,1,2,1,19,3,3,1,6,6,5,1978,1978,4,2,7,7,1,328,4,5,2,4,4,3,5,438,6,0,234,672,2,5,2,5,672,714,0,1386,0,0,2,1,3,1,4,6,7,1,5,2,1978,1,2,440,5,5,3,335,0,0,0,0,0,1,1,3,0,4,2010,9,1,11.9760303525248
160,2,24,2280,2,2,4,4,1,5,1,21,3,3,4,6,7,5,1999,1999,2,2,9,9,2,360,4,5,3,3,4,4,1,549,6,0,195,744,2,3,2,5,757,744,0,1501,0,0,2,1,3,1,4,6,7,0,3,6,1999,3,2,440,5,5,3,0,0,0,0,0,0,1,3,3,0,8,2008,9,5,12.0973732286068
60,4,65,12257,2,1,1,4,1,5,1,14,3,3,1,6,8,5,1995,1995,2,2,13,14,2,513,3,5,3,3,4,1,4,56,1,64,1198,1318,2,1,2,5,1328,1203,0,2531,0,0,2,1,4,1,3,9,7,1,5,2,1995,2,3,752,5,5,3,222,98,0,0,0,0,1,3,3,0,11,2007,9,5,12.5776362019627
20,4,70,9100,2,1,4,4,1,5,1,13,3,3,1,3,6,6,1959,1959,4,2,14,15,3,0,4,5,2,4,4,4,5,612,6,0,252,864,2,1,2,5,864,0,0,864,0,0,1,0,2,1,4,5,7,0,3,6,2008,3,1,300,1,1,3,0,0,0,0,0,0,1,3,3,450,10,2009,9,5,11.7558716435806
30,5,60,6911,2,1,4,4,1,3,1,4,2,3,1,3,5,5,1924,1950,2,2,14,15,3,0,4,5,3,4,4,3,4,405,6,0,740,1145,2,5,2,5,1301,0,0,1301,0,0,1,0,2,1,2,5,3,0,3,6,1965,3,2,440,5,5,3,0,0,0,0,0,0,1,3,3,0,10,2009,9,5,11.5129254649702
60,2,72,8640,2,1,4,4,1,5,1,21,3,3,1,6,7,5,2009,2009,2,2,13,14,3,0,4,5,3,3,4,3,3,24,6,0,732,756,2,1,2,5,764,783,0,1547,0,0,2,1,3,1,3,7,7,0,3,2,2009,3,2,614,5,5,3,169,45,0,0,0,0,1,3,3,0,6,2010,2,5,12.2793231072698
60,4,82,9430,2,1,4,4,1,5,1,14,3,3,1,6,8,5,1999,1999,2,2,13,14,2,673,3,5,3,3,4,3,3,1163,6,0,89,1252,2,1,2,5,1268,1097,0,2365,1,0,2,1,3,1,3,8,7,1,3,2,1999,2,3,856,5,5,3,0,128,0,0,180,0,1,3,3,0,7,2009,9,5,12.7278382093345
120,4,30,9549,2,1,1,4,1,2,1,25,3,3,5,3,8,5,1995,1996,4,2,4,4,3,0,3,3,3,3,2,1,4,437,3,1057,0,1494,2,1,2,5,1494,0,0,1494,1,0,1,1,2,1,1,6,7,1,3,2,1995,1,2,481,5,5,3,0,30,0,0,216,0,1,3,3,0,4,2006,9,5,12.5061772379805
20,4,75,14587,2,1,1,4,1,5,1,21,3,3,1,3,9,5,2008,2008,2,2,13,14,4,284,3,5,3,3,4,4,6,0,6,0,1498,1498,2,1,2,5,1506,0,0,1506,0,0,2,0,2,1,1,6,7,1,3,2,2008,1,2,592,5,5,3,0,174,0,0,0,0,1,3,3,0,8,2008,7,6,12.4842042571701
60,4,80,10421,2,1,4,4,1,5,1,17,3,3,1,6,7,5,1988,1988,2,2,7,7,2,42,4,5,2,3,4,4,3,394,6,0,586,980,2,5,2,5,980,734,0,1714,0,0,2,1,3,1,4,7,7,1,5,2,1988,3,2,496,5,5,3,228,66,156,0,0,0,1,3,3,500,3,2010,9,5,12.1884177102915
50,4,75,12508,2,1,1,4,1,5,1,12,3,3,1,1,6,7,1940,1985,2,2,13,14,3,0,4,5,2,3,4,3,1,660,6,0,323,983,2,1,2,5,983,767,0,1750,1,0,2,0,4,1,4,7,5,0,3,2,1989,3,1,423,5,5,3,245,0,156,0,0,0,1,3,3,1300,7,2008,9,5,11.982929094216
20,4,70,9100,2,1,4,4,1,5,1,6,3,3,1,3,7,5,2004,2005,4,2,13,14,3,0,3,5,3,3,4,4,3,24,6,0,1836,1860,2,1,2,5,1836,0,0,1836,0,0,2,0,3,1,3,8,7,1,3,2,2004,1,2,484,5,5,3,120,33,0,0,0,0,1,3,3,0,10,2006,9,5,12.2869011981928
